Month_year,City of London,Barking & Dagenham,Barnet,Bexley,Brent,Bromley,Camden,Croydon,Ealing,Enfield,Greenwich,Hackney,Hammersmith & Fulham,Haringey,Harrow,Havering,Hillingdon,Hounslow,Islington,Kensington & Chelsea,Kingston upon Thames,Lambeth,Lewisham,Merton,Newham,Redbridge,Richmond upon Thames,Southwark,Sutton,Tower Hamlets,Waltham Forest,Wandsworth,Westminster
,E09000001,E09000002,E09000003,E09000004,E09000005,E09000006,E09000007,E09000008,E09000009,E09000010,E09000011,E09000012,E09000013,E09000014,E09000015,E09000016,E09000017,E09000018,E09000019,E09000020,E09000021,E09000022,E09000023,E09000024,E09000025,E09000026,E09000027,E09000028,E09000029,E09000030,E09000031,E09000032,E09000033
Jul-17,"8,54,798","2,91,727","5,27,928","3,44,041","4,91,003","4,45,258","8,65,076","3,77,038","4,89,318","4,03,278","4,04,447","5,47,196","7,51,824","5,68,448","4,66,812","3,63,884","4,15,980","3,94,568","6,67,847","13,04,186","4,95,344","5,32,804","4,14,254","5,09,666","3,63,805","4,09,097","6,74,638","5,29,381","3,80,601","4,49,170","4,35,802","6,24,170","10,58,953"
Aug-17,"8,47,422","2,90,965","5,26,223","3,44,517","4,98,192","4,44,117","8,64,580","3,78,273","4,88,418","4,03,222","4,07,505","5,72,398","7,81,175","5,68,649","4,67,853","3,67,635","4,14,570","4,02,393","6,73,655","12,57,578","4,93,796","5,31,315","4,17,811","5,17,399","3,61,141","4,11,116","6,82,854","5,35,685","3,82,729","4,45,665","4,37,935","6,33,826","10,35,583"
Sep-17,"8,36,674","2,92,519","5,37,986","3,39,808","4,90,673","4,43,953","8,64,603","3,78,859","4,89,068","4,04,393","4,08,407","5,75,544","7,58,911","5,67,473","4,70,769","3,69,568","4,19,452","3,97,360","6,70,683","12,70,090","4,97,972","5,30,268","4,23,063","5,20,322","3,69,229","4,21,401","6,74,672","5,31,669","3,82,200","4,53,992","4,44,191","6,26,582","10,40,700"
Oct-17,"8,18,477","2,93,390","5,44,090","3,35,705","4,89,039","4,43,294","8,34,802","3,75,688","4,82,447","3,98,915","3,99,907","5,74,425","7,50,648","5,58,083","4,79,341","3,67,189","4,18,375","3,97,339","6,57,949","12,78,113","4,98,162","5,23,673","4,17,796","5,34,091","3,68,084","4,22,354","6,69,034","5,23,452","3,81,501","4,68,857","4,42,340","6,14,717","10,34,779"
Nov-17,"7,90,159","2,93,796","5,41,563","3,36,239","4,85,285","4,45,251","8,46,354","3,75,640","4,79,332","3,97,553","3,95,636","5,61,529","7,41,539","5,44,696","4,75,681","3,66,434","4,15,390","3,94,683","6,44,362","13,44,311","4,92,822","5,16,202","4,16,508","5,25,729","3,61,402","4,19,148","6,51,931","4,93,680","3,81,410","4,70,788","4,40,513","6,04,817","10,39,759"
Dec-17,"7,78,002","2,92,915","5,38,718","3,40,598","4,94,515","4,45,504","8,44,416","3,74,441","4,69,146","3,95,284","3,85,851","5,57,025","7,42,878","5,49,660","4,74,005","3,65,934","4,09,263","4,04,048","6,39,371","13,64,185","4,85,525","5,09,180","4,08,684","5,17,135","3,49,429","4,16,712","6,50,160","4,85,749","3,77,963","4,65,625","4,41,468","5,96,879","10,96,072"
Jan-18,"8,02,129","2,91,548","5,31,832","3,42,096","4,93,882","4,46,737","8,59,593","3,72,312","4,73,631","3,95,038","3,86,739","5,51,719","7,24,501","5,48,502","4,73,778","3,63,914","4,04,925","4,02,928","6,52,264","14,63,378","4,89,984","5,14,176","4,07,246","5,00,413","3,43,800","4,21,816","6,39,200","4,92,039","3,76,097","4,47,751","4,46,779","5,93,915","11,16,111"
Feb-18,"7,83,266","2,92,777","5,31,736","3,41,254","4,93,621","4,45,944","8,75,078","3,71,040","4,76,731","3,97,704","3,87,993","5,53,682","7,11,087","5,58,120","4,74,510","3,65,634","4,07,208","4,01,662","6,46,991","13,78,878","4,92,696","5,13,042","4,05,431","4,95,289","3,47,618","4,24,246","6,36,391","5,15,235","3,71,697","4,44,211","4,47,479","5,95,071","11,17,408"
Mar-18,"7,40,799","2,91,723","5,38,120","3,39,632","4,82,967","4,41,430","8,53,396","3,66,045","4,83,878","3,97,593","3,87,587","5,33,507","7,28,771","5,49,346","4,72,443","3,65,567","4,06,259","3,93,946","6,51,933","13,92,610","4,94,430","5,10,284","4,06,499","4,94,905","3,52,992","4,23,790","6,39,450","5,18,699","3,76,096","4,46,384","4,41,672","5,92,506","10,60,664"
Apr-18,"7,32,351","2,91,184","5,41,502","3,38,476","4,85,434","4,40,859","8,66,438","3,68,281","4,81,101","3,96,942","3,83,039","5,29,850","7,10,090","5,55,449","4,65,391","3,69,070","4,08,618","3,87,621","6,37,412","13,25,081","4,93,941","5,16,207","4,09,634","4,94,428","3,60,618","4,12,072","6,49,078","5,17,934","3,75,827","4,55,910","4,30,972","5,94,836","10,03,535"
May-18,"7,96,399","2,90,239","5,33,088","3,36,410","4,80,836","4,37,880","8,37,928","3,70,541","4,73,140","3,98,208","3,86,676","5,40,775","7,12,342","5,50,406","4,62,891","3,70,667","4,11,591","3,90,499","6,51,023","13,01,729","5,01,516","5,18,958","4,14,544","5,01,888","3,63,096","4,13,991","6,56,497","5,04,447","3,79,977","4,64,488","4,30,305","5,92,915","9,80,480"
Jun-18,"7,89,278","2,94,236","5,24,702","3,41,480","4,92,743","4,36,971","8,50,613","3,73,886","4,76,828","3,96,700","3,88,829","5,52,611","7,12,979","5,47,413","4,65,051","3,71,658","4,15,960","3,99,965","6,55,134","13,06,556","5,11,260","5,25,075","4,17,444","5,16,197","3,66,703","4,15,016","6,51,404","5,00,787","3,81,296","4,54,415","4,35,316","6,00,150","9,68,778"
Jul-18,"8,09,697","2,94,953","5,23,397","3,45,693","5,05,028","4,40,996","8,37,712","3,74,361","4,78,376","3,97,849","3,89,348","5,53,833","7,36,864","5,55,991","4,64,941","3,73,762","4,16,300","4,04,184","6,77,798","13,34,876","5,10,219","5,12,374","4,13,641","5,32,752","3,68,343","4,24,170","6,62,605","5,01,446","3,85,780","4,48,966","4,44,867","5,99,239","9,66,625"
Aug-18,"7,84,144","2,95,908","5,33,715","3,47,531","5,19,754","4,44,573","8,27,363","3,72,035","4,85,596","3,95,213","3,87,225","5,44,979","7,38,219","5,55,531","4,64,558","3,73,002","4,14,743","3,96,290","6,67,866","14,18,032","5,05,055","5,03,646","4,09,974","5,30,837","3,65,932","4,23,775","6,67,088","5,06,250","3,87,410","4,40,829","4,45,652","6,05,836","9,82,356"
Sep-18,"8,00,875","2,96,424","5,34,951","3,46,151","5,10,930","4,49,293","8,17,464","3,71,793","4,85,266","3,94,729","3,92,511","5,37,611","7,30,652","5,60,578","4,61,838","3,73,028","4,10,924","3,88,292","6,60,512","13,88,037","4,95,582","4,96,034","4,09,821","5,24,612","3,66,285","4,26,557","6,77,357","4,98,888","3,82,056","4,41,546","4,47,630","6,02,060","10,23,157"
Oct-18,"8,02,869","2,99,648","5,37,284","3,44,681","4,93,489","4,47,534","8,08,321","3,70,363","4,81,233","3,97,498","3,95,920","5,45,516","7,38,746","5,47,444","4,64,762","3,72,731","4,08,510","3,92,468","6,34,943","13,48,121","4,92,324","5,05,330","4,17,893","5,20,123","3,61,585","4,28,131","6,58,005","4,94,358","3,81,961","4,35,775","4,41,611","5,99,208","10,25,837"
Nov-18,"7,64,207","3,02,606","5,35,060","3,44,172","4,79,104","4,45,563","8,07,225","3,68,735","4,82,905","3,94,432","3,88,355","5,43,467","7,28,693","5,45,112","4,58,449","3,71,659","4,07,232","4,00,685","6,36,823","13,63,458","4,91,683","5,12,389","4,16,998","5,18,470","3,57,045","4,30,708","6,49,166","4,99,136","3,77,480","4,38,834","4,38,951","5,88,550","10,30,332"
Dec-18,"8,11,694","3,01,114","5,33,810","3,43,667","4,76,356","4,43,140","8,67,795","3,64,189","4,81,922","3,97,674","3,85,911","5,48,135","7,33,360","5,44,836","4,62,278","3,72,295","4,10,922","4,01,033","6,25,190","13,45,805","4,86,401","5,10,922","4,10,421","5,17,613","3,54,253","4,26,823","6,45,745","5,01,604","3,75,474","4,38,896","4,39,079","5,95,504","9,65,023"
Jan-19,"8,65,636","2,97,181","5,28,639","3,38,708","4,79,106","4,40,624","8,67,808","3,65,096","4,83,336","3,95,616","3,85,703","5,27,573","7,22,045","5,45,524","4,53,365","3,67,019","4,13,405","3,97,052","6,35,328","12,85,331","4,82,032","5,01,861","4,02,343","5,12,341","3,58,029","4,20,810","6,55,056","5,00,164","3,74,145","4,34,143","4,35,182","5,87,609","9,59,408"
Feb-19,"8,94,520","2,93,839","5,23,679","3,39,186","4,78,494","4,39,716","8,64,014","3,64,406","4,76,648","3,97,254","3,91,921","5,32,412","7,16,796","5,44,945","4,54,375","3,64,615","4,13,658","3,90,471","6,27,072","12,59,858","4,75,365","4,95,661","3,98,589","5,20,035","3,63,433","4,11,355","6,56,018","4,89,117","3,74,348","4,27,634","4,36,449","5,79,893","9,17,868"
Mar-19,"8,53,451","2,94,065","5,16,531","3,36,680","4,75,430","4,35,996","8,08,860","3,67,440","4,67,017","3,93,926","3,85,655","5,54,701","7,16,606","5,36,737","4,45,148","3,59,738","4,09,663","3,93,245","6,28,268","12,18,617","4,74,572","4,97,632","4,01,465","5,05,347","3,66,830","4,05,219","6,46,356","4,89,971","3,71,934","4,29,001","4,29,355","5,72,645","9,56,111"
Apr-19,"7,38,797","2,95,498","5,12,343","3,39,330","4,86,253","4,31,643","8,20,812","3,63,627","4,61,458","3,93,880","3,81,586","5,70,456","7,13,758","5,29,601","4,46,825","3,58,877","4,04,953","3,94,788","6,20,328","12,64,889","4,74,631","4,99,236","4,00,734","5,01,459","3,66,957","4,02,053","6,39,470","4,86,308","3,68,212","4,33,632","4,32,174","5,78,173","9,93,115"
May-19,"7,19,218","2,95,092","5,03,911","3,36,981","4,81,803","4,28,093","8,38,679","3,64,097","4,65,752","3,88,591","3,80,293","5,60,534","7,16,331","5,41,877","4,43,288","3,61,269","4,01,053","3,96,767","6,26,492","12,33,812","4,72,574","4,95,445","4,03,910","4,87,641","3,68,550","4,01,902","6,36,737","4,97,044","3,69,566","4,28,670","4,24,655","5,79,368","10,21,533"
Jun-19,"7,61,526","2,93,889","5,12,694","3,39,324","4,74,821","4,30,002","8,71,957","3,63,420","4,74,844","3,90,708","3,88,252","5,46,344","7,13,137","5,40,626","4,47,719","3,65,336","3,95,982","3,99,687","6,25,315","12,91,763","4,84,676","5,03,721","4,05,009","4,98,683","3,59,953","4,08,514","6,52,859","4,94,784","3,71,680","4,28,705","4,21,958","5,74,833","9,95,108"
Jul-19,"7,56,407","2,97,426","5,14,668","3,38,346","4,73,849","4,34,257","8,90,288","3,65,875","4,75,592","3,88,053","3,97,828","5,55,779","7,25,253","5,50,393","4,46,095","3,67,679","3,98,547","3,97,246","6,29,281","12,75,437","5,02,895","5,10,045","4,10,983","5,04,702","3,59,106","4,14,968","6,57,619","4,99,663","3,73,534","4,31,290","4,18,743","5,85,174","9,48,507"
Aug-19,"8,13,770","2,99,421","5,28,577","3,37,523","4,88,784","4,42,189","8,63,171","3,64,540","4,74,627","3,93,033","3,96,858","5,67,269","7,29,659","5,44,194","4,50,373","3,67,502","3,97,385","4,01,911","6,43,335","12,48,525","5,08,405","5,19,956","4,16,885","5,17,489","3,61,920","4,21,319","6,57,974","4,96,718","3,68,908","4,41,364","4,27,416","5,92,251","9,05,951"
Sep-19,"8,10,455","3,04,778","5,26,670","3,33,340","5,01,533","4,41,058","8,38,170","3,65,226","4,73,162","3,86,806","4,03,730","5,73,270","7,35,538","5,53,640","4,53,155","3,66,447","4,03,945","4,06,930","6,55,061","12,30,181","5,04,867","5,20,403","4,20,341","5,15,391","3,68,687","4,14,268","6,48,147","5,07,466","3,72,899","4,47,629","4,32,270","6,05,559","9,22,687"
Oct-19,"8,26,227","3,04,579","5,25,678","3,32,920","4,94,770","4,39,178","8,04,713","3,64,413","4,77,369","3,92,721","4,01,559","5,66,979","7,19,932","5,54,123","4,53,783","3,67,102","4,03,300","4,13,132","6,45,212","11,90,437","4,88,211","5,15,947","4,21,258","5,09,006","3,69,972","4,11,874","6,43,769","5,13,615","3,69,917","4,52,040","4,34,921","6,00,642","9,27,735"
Nov-19,"7,72,325","3,04,515","5,30,343","3,33,170","4,35,981","4,36,680","8,33,740","3,68,137","4,72,583","3,92,573","4,06,345","5,55,036","7,04,862","5,54,981","4,50,924","3,65,246","4,07,117","4,09,668","6,27,326","11,71,530","4,90,723","5,16,851","4,13,106","4,97,753","3,63,378","4,11,038","6,48,044","5,09,103","3,75,329","4,50,984","4,37,274","6,01,393","9,50,463"
Dec-19,"7,57,730","2,99,771","5,22,552","3,38,347","4,25,958","4,38,397","8,14,591","3,71,863","4,69,057","3,98,928","3,99,621","5,48,846","7,14,044","5,56,925","4,47,113","3,64,995","4,04,319","4,11,968","6,40,979","12,26,693","4,88,979","5,21,028","4,13,585","4,95,925","3,61,100","4,20,295","6,51,269","5,08,492","3,73,450","4,54,358","4,39,623","6,04,416","9,73,498"
Jan-20,"7,73,786","3,03,055","5,21,434","3,36,780","4,28,085","4,34,197","8,28,578","3,72,872","4,67,419","3,89,480","3,97,511","5,55,696","7,22,291","5,53,229","4,47,344","3,60,851","4,05,030","4,11,488","6,65,893","12,50,473","4,89,422","5,22,587","4,09,805","4,98,940","3,65,689","4,19,704","6,58,761","5,02,601","3,71,433","4,62,762","4,43,973","6,05,210","10,08,880"
Feb-20,"8,00,016","3,02,697","5,16,660","3,39,026","4,68,311","4,33,716","8,19,659","3,72,862","4,67,258","3,89,691","3,97,389","5,70,774","7,37,298","5,40,883","4,50,393","3,63,718","4,04,051","4,11,303","6,68,883","13,19,106","4,87,189","5,17,146","4,13,010","5,02,402","3,71,572","4,16,970","6,54,405","4,96,049","3,72,777","4,74,711","4,36,716","6,10,322","10,13,861"
Mar-20,"8,36,241","3,01,413","5,22,115","3,39,182","4,66,250","4,32,310","8,54,443","3,71,007","4,80,330","3,92,339","3,94,446","5,78,130","7,17,721","5,43,929","4,50,484","3,65,418","4,09,234","4,09,444","6,51,932","13,44,120","4,86,392","5,14,006","4,12,505","5,13,961","3,66,990","4,20,539","6,54,949","4,96,620","3,75,195","4,80,145","4,36,487","6,09,325","10,06,660"
Apr-20,"9,20,444","2,93,603","5,26,689","3,41,553","4,70,601","4,33,426","8,62,077","3,70,032","4,80,314","3,95,240","3,95,917","5,79,285","6,98,951","5,44,722","4,51,482","3,69,485","4,03,517","4,01,334","6,42,190","13,66,508","4,86,367","5,03,116","4,12,995","5,11,327","3,60,609","4,19,057","6,65,144","5,00,245","3,76,824","4,70,444","4,40,821","6,12,598","10,26,785"
May-20,"9,18,209","2,93,816","5,26,033","3,39,353","4,82,808","4,25,300","8,55,338","3,73,805","4,73,283","3,91,460","3,92,507","5,76,964","6,80,111","5,49,865","4,45,417","3,67,940","4,07,142","3,96,578","6,30,653","13,53,405","4,82,372","5,13,274","4,16,638","5,15,916","3,63,515","4,18,540","6,88,187","5,16,452","3,71,896","4,60,079","4,44,103","6,07,048","9,44,550"
Jun-20,"8,82,872","3,00,526","5,18,175","3,40,893","4,84,160","4,25,444","8,37,719","3,72,414","4,63,424","3,85,347","3,87,218","5,71,464","7,18,768","5,46,376","4,41,942","3,71,148","4,03,039","3,94,693","6,41,492","13,00,968","4,78,540","5,20,303","4,22,939","5,19,174","3,71,624","4,12,781","7,01,625","5,09,473","3,71,088","4,45,197","4,47,790","5,96,641","9,57,831"
Jul-20,"7,86,627","3,04,556","5,23,280","3,44,091","4,82,303","4,28,557","8,07,904","3,77,278","4,66,117","3,86,065","3,86,101","5,84,128","7,48,437","5,47,778","4,45,805","3,73,192","4,08,573","3,94,813","6,56,971","13,21,047","4,84,775","5,38,635","4,22,336","5,24,383","3,75,328","4,17,394","6,95,228","5,08,674","3,73,184","4,44,565","4,43,867","5,97,441","9,17,264"
Aug-20,"8,27,659","3,04,924","5,29,660","3,46,680","4,97,729","4,33,423","8,24,742","3,74,030","4,83,810","3,97,145","3,89,491","5,84,804","7,58,825","5,65,432","4,52,524","3,75,067","4,10,161","4,07,761","6,78,741","13,44,350","4,97,936","5,38,243","4,21,910","5,28,417","3,74,037","4,20,140","6,88,624","5,06,554","3,78,301","4,54,850","4,49,510","6,11,665","9,81,248"
Sep-20,"7,98,499","3,01,702","5,33,619","3,45,061","5,19,562","4,35,060","8,39,032","3,77,322","4,90,928","3,99,742","3,99,104","6,07,150","7,52,481","5,70,180","4,54,163","3,73,312","4,10,314","4,18,843","6,91,114","13,47,733","4,99,978","5,44,458","4,27,229","5,25,931","3,68,467","4,27,270","6,89,690","5,10,643","3,81,405","4,67,584","4,50,748","6,30,857","9,41,114"
Oct-20,"8,36,807","3,04,852","5,30,354","3,45,405","5,22,239","4,37,146","8,27,264","3,76,775","4,92,156","4,06,689","4,00,074","5,92,287","7,32,566","5,87,339","4,57,572","3,72,050","4,14,765","4,22,508","6,87,446","13,02,912","4,99,236","5,43,795","4,34,287","5,40,158","3,73,991","4,30,363","6,89,039","5,16,214","3,85,399","4,74,453","4,62,072","6,28,923","9,08,255"
Nov-20,"7,69,392","3,05,012","5,28,816","3,46,253","5,13,101","4,45,155","8,15,443","3,81,292","4,95,014","4,05,835","4,03,991","5,97,591","7,45,044","5,81,958","4,68,407","3,73,927","4,15,695","4,29,111","6,76,687","13,15,400","4,93,847","5,44,844","4,40,733","5,50,211","3,77,945","4,35,811","6,93,000","5,26,873","3,89,500","4,69,783","4,70,824","6,21,452","9,02,769"
Dec-20,"8,01,999","3,09,560","5,32,528","3,52,261","4,95,067","4,53,389","7,86,159","3,80,132","4,95,499","4,12,872","4,01,012","5,89,272","7,28,847","5,84,144","4,74,609","3,78,206","4,26,362","4,25,582","6,61,170","13,50,335","4,97,768","5,38,485","4,40,485","5,55,219","3,87,427","4,40,916","6,92,690","5,40,038","3,91,577","4,68,390","4,73,238","6,07,846","9,16,414"
Jan-21,"7,58,077","3,12,740","5,39,456","3,55,867","5,14,041","4,56,479","7,99,565","3,81,000","4,99,133","4,17,034","4,07,971","5,93,821","7,17,141","5,90,704","4,74,490","3,80,518","4,27,090","4,29,045","6,70,707","13,27,343","5,00,442","5,40,840","4,42,786","5,52,584","3,84,331","4,47,923","6,89,780","5,44,841","3,94,474","4,62,063","4,74,388","6,05,528","9,28,270"
Feb-21,"7,27,872","3,14,920","5,39,250","3,58,118","5,06,770","4,52,733","7,95,318","3,83,398","4,97,789","4,20,566","4,07,621","5,96,905","7,02,193","5,82,739","4,81,157","3,84,365","4,27,817","4,22,386","6,80,188","12,51,354","5,00,783","5,30,521","4,44,558","5,42,900","3,89,643","4,48,298","6,75,612","5,30,800","3,95,308","4,67,062","4,79,721","5,96,619","9,40,207"
Mar-21,"7,25,563","3,11,828","5,42,139","3,59,125","5,13,666","4,53,417","8,06,720","3,90,205","5,02,297","4,22,358","4,08,936","5,90,980","7,11,910","5,75,541","4,85,712","3,84,560","4,25,288","4,25,517","6,85,925","12,07,429","5,05,478","5,35,095","4,49,053","5,41,970","3,92,834","4,45,796","6,77,626","5,25,989","3,95,425","4,68,495","4,83,467","5,99,087","9,53,296"
Apr-21,"7,49,354","3,10,509","5,34,662","3,59,112","4,94,054","4,57,128","8,08,582","3,93,443","5,00,310","4,20,568","4,04,245","5,76,225","7,29,489","5,57,996","4,89,319","3,85,611","4,26,535","4,30,558","6,67,420","11,95,460","5,04,582","5,31,118","4,44,387","5,38,570","3,88,851","4,47,235","6,82,222","5,15,765","3,94,837","4,70,784","4,79,937","5,92,135","9,31,533"
May-21,"7,41,141","3,09,863","5,37,112","3,59,008","5,07,955","4,60,865","8,13,934","3,93,628","4,98,171","4,17,027","4,01,327","5,71,062","7,26,361","5,57,980","4,87,228","3,86,808","4,24,469","4,24,204","6,62,460","12,30,314","5,06,679","5,40,171","4,34,347","5,37,583","3,81,750","4,45,635","6,92,611","5,15,949","3,94,396","4,58,266","4,75,647","5,90,924","8,91,473"
Jun-21,"7,52,491","3,14,681","5,46,048","3,62,540","5,14,888","4,67,474","8,06,608","3,94,715","4,99,436","4,19,911","4,10,428","5,84,354","7,29,677","5,63,183","4,87,701","3,87,823","4,27,109","4,27,108","6,60,072","12,15,970","5,14,738","5,36,409","4,30,916","5,40,090","3,87,252","4,54,079","6,95,290","5,14,598","3,96,329","4,59,670","4,74,061","5,90,616","8,61,937"
Jul-21,"8,93,320","3,10,493","5,42,594","3,66,824","5,27,041","4,70,055","8,66,371","3,92,518","5,04,660","4,20,423","3,99,300","6,20,441","7,87,468","5,63,380","4,86,872","3,89,037","4,27,192","4,14,145","6,82,189","13,30,249","5,07,886","5,24,492","4,22,603","5,35,715","3,85,852","4,53,539","7,19,908","5,07,573","4,01,855","4,55,537","4,72,864","6,03,157","9,28,497"
Aug-21,"9,13,634","3,14,969","5,56,096","3,71,825","5,20,636","4,73,610","8,76,252","3,95,909","5,10,188","4,27,657","4,05,870","6,32,794","8,38,318","5,82,421","4,88,095","3,91,484","4,31,890","4,19,698","7,01,814","13,93,613","5,17,622","5,24,848","4,29,356","5,43,839","3,89,673","4,58,304","7,36,977","5,05,054","4,07,892","4,60,100","4,75,726","6,24,531","10,48,693"
Sep-21,"9,20,050","3,16,232","5,54,763","3,71,835","5,18,247","4,73,194","8,80,864","3,96,906","5,10,036","4,28,373","4,01,081","6,24,907","8,49,840","5,86,046","4,91,243","3,98,389","4,34,427","4,16,640","7,09,799","14,57,015","5,20,048","5,28,971","4,28,578","5,46,733","3,86,034","4,58,968","7,35,749","5,02,843","4,11,775","4,52,047","4,76,579","6,22,868","10,42,363"
Oct-21,"7,91,378","3,26,043","5,68,719","3,76,352","5,03,546","4,77,016","8,47,913","4,04,753","5,18,862","4,33,045","4,16,610","5,90,005","7,99,755","5,98,817","4,94,168","3,97,485","4,38,494","4,26,319","7,20,741","14,60,249","5,36,391","5,45,291","4,45,861","5,66,478","3,85,831","4,67,524","7,40,758","5,00,395","4,14,525","4,38,883","4,76,476","6,18,111","10,15,697"
Nov-21,"8,03,052","3,26,543","5,74,062","3,80,546","5,07,411","4,83,753","8,75,827","4,06,918","5,20,688","4,36,023","4,15,050","5,88,776","7,67,434","5,88,195","4,97,363","3,99,829","4,41,159","4,25,572","7,23,069","14,49,561","5,37,531","5,44,283","4,48,823","5,74,046","3,95,057","4,70,683","7,40,072","5,13,948","4,11,034","4,41,180","4,73,238","6,06,235","9,52,100"
Dec-21,"8,71,123","3,29,137","5,80,827","3,86,090","5,15,272","4,84,751","8,98,599","4,05,005","5,19,785","4,38,122","4,17,289","5,98,944","7,79,933","5,85,906","5,07,685","4,00,570","4,39,534","4,31,193","7,24,353","14,11,303","5,36,550","5,39,332","4,45,430","5,81,122","4,00,050","4,74,391","7,57,404","5,20,895","4,14,133","4,39,833","4,71,146","6,12,689","10,01,149"
Jan-22,"8,27,043","3,37,964","5,85,641","3,87,529","5,28,377","4,84,148","8,66,923","4,03,962","5,25,916","4,36,699","4,19,235","6,26,811","7,60,650","5,95,834","5,15,066","4,07,882","4,42,822","4,34,285","7,12,291","13,65,823","5,31,258","5,25,571","4,39,470","5,73,738","4,13,190","4,77,119","7,57,807","5,20,912","4,20,043","4,53,706","4,79,879","6,18,941","10,02,504"
Feb-22,"8,39,698","3,41,190","5,88,081","3,90,502","5,25,541","4,89,633","8,70,732","4,05,910","5,31,575","4,36,832","4,26,088","6,31,759","7,69,603","5,95,978","5,31,130","4,15,336","4,50,825","4,45,380","6,97,031","13,82,760","5,25,787","5,34,275","4,35,846","5,63,419","4,09,526","4,77,872","7,65,107","5,26,301","4,26,963","4,71,029","4,87,747","6,30,094","10,32,369"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
